GivenName,Surname,Birthday,Number
Julie,Ferguson,11/25/1943,767
Regina,Adams,5/4/1951,768
Lottie,Topper,6/15/1941,769
Deborah,McClanahan,9/8/1997,770
Bette,Sadler,10/4/1968,771
Darren,Arrington,2/21/1948,772
Corina,Elam,4/5/1975,773
Roger,Corey,3/22/1971,774
Kris,Surratt,9/22/1989,775
Steven,Ortiz,11/7/1951,776
Elva,Rendon,10/8/1997,777
Jean,Huizar,6/1/2005,778
Rosa,Johnson,6/21/1989,779
Margaret,McRae,5/5/1942,780
Marc,Shaw,6/26/1982,781
James,Phipps,7/21/2000,782
Jason,Horvath,10/2/1969,783
Katharine,Willard,3/10/1942,784
David,Singletary,4/30/1989,785
Randy,Pringle,6/9/1969,786
Todd,Lopez,6/6/1951,787
Ryan,Williams,12/25/1959,788
James,Brothers,6/17/1988,789
Jean,Kelly,9/6/1959,790
Scott,Shaw,1/21/1968,791
Michael,Bayer,5/16/1990,792
Tony,Spencer,3/25/1948,793
Anne,Cuevas,2/14/1951,794
Dina,Bartlett,6/15/1957,795
Eddy,Fogleman,7/27/1971,796
Leah,Whitaker,8/9/1965,797
Christopher,McMillian,3/7/1969,798
Yuette,Graves,3/10/1976,799
Joseph,Best,6/9/1998,800
Marie,Friedman,2/4/1961,801
Richard,Steffan,3/2/1990,802
Shannon,McCauley,3/23/1966,803
Joseph,Dore,6/15/1940,804
Angela,Stewart,2/18/1944,805
Shawn,Harding,4/17/1993,806
Elizabeth,Walker,6/17/1974,807
Irene,Demko,9/2/1964,808
Jeffrey,Booker,9/20/1951,809
Theodore,Lopez,10/30/1943,810
Robert,Nelson,3/13/1945,811
Allen,Lowe,4/13/1950,812
William,Stamp,8/24/1973,813
Theresa,Silvey,3/24/1965,814
Karl,Kintzel,10/22/1981,815
Ivory,Berndt,10/18/1953,816
Virginia,Patch,7/15/1941,817
Amy,Novack,8/2/1942,818
Otis,Marin,9/16/1984,819
Cindy,Bastian,9/27/1969,820
Jerald,Knowlton,10/19/1993,821
Chris,Trujillo,7/11/1956,822
Patricia,Knauer,3/5/2000,823
Sean,Plott,3/28/1960,824
Paul,Carter,1/8/1978,825
James,Nava,12/10/1986,826
David,Stewart,7/20/1951,827
Norman,Rangel,7/14/1939,828
Harry,Farber,12/14/1984,829
Lisa,Meyer,5/9/1998,830
Sylvia,McDaniel,6/20/1957,831
Beatrice,Ellis,5/14/2000,832
Ralph,Walck,9/3/1946,833
Jack,Escobedo,9/21/1981,834
Richard,Galvez,7/16/1972,835
David,Pigg,4/19/1983,836
Barbara,Owens,9/24/1968,837
Micheal,Jones,9/23/1958,838
Leota,Watson,8/26/1952,839
Shannon,Deroche,1/29/2001,840
Noe,Martinez,12/10/1991,841
Gonzalo,Peterson,11/14/1959,842
Brooke,Wiese,9/23/1972,843
Amber,Wirtz,2/20/1988,844
Linda,Johnson,6/16/1958,845
Lynn,Murchison,2/6/1988,846
Edward,Benedict,10/5/1942,847
James,Fecteau,10/27/1970,848
Jorge,Gullion,12/5/1966,849
Bonnie,Taylor,8/31/1989,850
Frances,Martinez,12/21/2001,851
Ruth,Larson,6/25/1943,852
John,Boatright,7/11/1974,853
Paul,Kerr,6/16/2001,854
Michael,Jennings,10/3/1975,855
Jack,Wimmer,1/29/1989,856
Charles,Dillinger,8/21/1973,857
John,Desmarais,7/12/1995,858
Jim,Scoggin,4/20/1945,859
Willie,Garner,12/14/1950,860
Robert,Collinsworth,11/23/1972,861
Troy,Roberson,4/12/1967,862
Susan,Robles,4/8/1944,863
Marguerite,McKay,6/20/1954,864
Karen,Harmon,8/4/1964,865
Robert,Ramos,10/9/2001,866
Micheal,Bloom,3/29/1978,867
Randy,Dufresne,5/28/1955,868
Bradley,Melendez,11/27/1988,869
Elizabeth,Norton,3/12/1965,870
Ricky,Hildreth,5/29/1967,871
Richard,Smith,7/18/1945,872
Joyce,Rose,10/25/1941,873
James,Smith,10/21/1999,874
Darrel,Back,2/8/1959,875
Gwendolyn,Valles,2/21/1990,876
Dolores,Ha,8/10/1984,877
Charlie,Buchanon,9/29/1955,878
Erik,Lovato,6/23/1963,879
Percy,Antonelli,11/21/1999,880
Frances,Garofalo,8/31/1974,881
Patricia,Waters,10/11/1967,882
Barbara,Struble,2/25/1963,883
Esther,Miller,7/9/1938,884
Fabian,Driver,11/24/1982,885
Alan,Bryant,4/27/1979,886
Gary,Thompson,1/29/1972,887
Marlin,Ton,3/10/1956,888
Tommy,McKenney,9/17/1994,889
Casey,Clark,3/30/1940,890
Terri,Walker,6/19/1985,891
Millicent,Marquez,5/23/1953,892
Robert,Oneil,12/15/1986,893
Lavonne,Nieto,6/26/1976,894
Vanessa,Lent,10/24/1943,895
Tommy,Raley,10/26/1998,896
Judy,Eastep,2/19/1970,897
Joseph,Gottlieb,8/17/1952,898
Debra,Barnes,6/13/1958,899
Cynthia,Brown,7/14/1969,900
Dorothy,Bruce,9/19/1941,901
Vincent,Nichols,2/27/2002,902
Margaret,Jackson,7/14/1941,903
Adell,Walker,1/21/1962,904
Jennifer,Crumbley,4/14/1984,905
Mark,Scott,5/22/1992,906
Richard,Mathis,7/30/1974,907
Kaye,Williams,3/31/1948,908
Robert,Cuffie,3/5/2002,909
David,Quick,9/29/1989,910
Jacob,Bogan,7/14/1972,911
William,Phifer,2/21/1944,912
Susann,Wilson,3/13/1992,913
Louis,Kotter,4/13/1989,914
Don,Anderson,3/13/1990,915
Phyllis,Caldwell,11/19/1995,916
Bruno,Washburn,6/18/1977,917
Jonathan,Beus,11/21/1989,918
Jean,Leffler,3/11/1950,919
Herbert,Smith,7/27/1974,920
Cassie,Patterson,8/27/1977,921
Eric,Martin,1/22/1960,922
Frances,Groves,1/18/2003,923
Serena,Duffy,6/24/1944,924
Craig,Lawrence,3/11/2000,925
Jan,Lopez,10/15/1942,926
Winston,Yoder,9/14/1965,927
Amy,Williams,11/15/1962,928
James,Green,1/9/1987,929
Abel,Cheney,3/7/1995,930
Lowell,Strack,4/24/1998,931
Alia,Gonzalez,1/11/1992,932
Aaron,Denis,12/28/1948,933
Efrain,Ahlers,12/30/1940,934
Claude,Parvin,7/15/1947,935
Richard,Hinson,12/24/1952,936
Henry,Stahl,12/5/1960,937
Jack,Sommers,12/2/2002,938
Larry,Astorga,12/21/1989,939
Jasmine,Fisher,12/18/1967,940
Paul,Lowery,5/18/1993,941
Bernard,Atkins,8/5/1951,942
Lisa,Bates,6/12/1948,943
Wendy,Allen,8/14/1959,944
Lewis,Buskirk,1/29/1942,945
Raquel,Geller,11/11/1986,946
Maureen,Miranda,9/1/1951,947
Robin,Henry,2/16/1971,948
James,Lang,10/3/1952,949
Ethan,Fitzpatrick,8/19/1940,950
Rod,Blalock,4/4/1997,951
Dennis,Dietz,4/26/1973,952
Philip,Arnold,11/18/1966,953
Floy,Mercer,5/23/1987,954
Patricia,Jackson,8/13/1974,955
Jennifer,Campos,6/8/1963,956
Evan,Franklin,1/5/1988,957
Ethel,Butler,8/27/1948,958
Lamar,Robinson,3/23/1989,959
Tami,Lyman,7/1/1942,960
Richard,Keeling,5/5/1997,961
James,Wilhelm,6/10/1989,962
Melanie,Moroney,12/16/1997,963
Brian,Arias,5/19/2004,964
Herbert,Rivera,2/1/1949,965
Ricardo,Boyd,4/5/1947,966
Opal,Gordon,1/17/2004,967
Rose,Clark,10/22/1954,968
Ricky,Mason,6/10/1955,969
Adeline,Wood,10/7/1997,970
Steven,Stanko,10/23/1953,971
Tom,Cavanaugh,6/15/1946,972
Andrea,Gaines,12/27/1995,973
Connie,Glidewell,7/14/1963,974
Lee,Green,4/14/1948,975
Joanne,Jones,7/17/1957,976
Wendell,Gordon,7/14/1944,977
Keith,Damato,1/11/1992,978
Stefan,Rush,7/29/1978,979
Rhett,Jackson,3/7/1952,980
Lloyd,Griffin,5/12/1955,981
Marge,Stewart,5/14/1950,982
Dorothy,Johnson,5/5/1980,983
Leo,Jones,5/27/1968,984
Thomas,Branco,7/11/1954,985
Fernando,Edwards,7/17/1972,986
Lillie,Smith,11/2/1960,987
Mable,Bennett,9/9/1957,988
Elizabeth,Lamb,11/2/1975,989
Francine,Eckel,1/7/1963,990
Desiree,Lopez,9/14/1976,991
Paula,Reed,7/15/1949,992
William,Graves,10/7/1947,993
Kathy,Noe,1/24/1985,994
Virginia,Peterson,3/27/1972,995
Herman,Bishop,5/18/1991,996
Leonard,Bartz,12/10/2000,997
Debra,Lindemann,10/5/1988,998
Nancy,Miles,11/5/1957,999
Ryan,Henson,10/19/1965,1000
Flor,Eggert,6/12/1992,1001
Cassandra,Rhodes,8/24/1981,1002
Andrew,Halfacre,1/14/1965,1003
Amos,Jacob,12/7/1994,1004
Janice,Loyd,3/19/1959,1005
Chasity,Broadnax,12/6/1943,1006
Richard,Lawrence,8/17/1999,1007
Carol,Gonzalez,1/10/1985,1008
Jacqueline,Braud,3/26/1958,1009
Patty,Davis,2/1/1962,1010
Linda,Strickland,10/9/1994,1011
Anne,Dominguez,6/26/1978,1012
Kathleen,Walker,4/17/1976,1013
Caitlin,Sanford,11/25/1940,1014
Katherine,Fontaine,1/14/1994,1015
James,Nieman,7/10/1999,1016
Martin,Defelice,9/19/1942,1017
Michael,Kearns,5/12/1957,1018
David,Allen,4/23/1964,1019
Shaina,Ramon,5/16/1940,1020
Royce,Pena,6/9/1942,1021
Kenneth,Keesee,6/11/1983,1022
Leo,Morrow,1/9/1967,1023
Charles,Michael,3/20/1982,1024
Karen,Ward,11/15/1989,1025
Michael,Ross,9/16/1964,1026
Millie,Maddocks,12/28/1973,1027
Sharon,Thomas,12/2/1984,1028
Earl,Dowling,8/27/1995,1029
Shawn,Nehls,6/16/1996,1030
Allyson,Head,1/23/1960,1031
Travis,Murray,2/10/1963,1032
Barbara,Lucas,9/19/1969,1033
Teresa,Jankowski,5/21/1988,1034
Leonor,Gonzalez,6/29/1981,1035
Richard,Martin,7/18/1998,1036
Joseph,Wood,11/15/1969,1037
Christin,Hanke,1/22/1982,1038
Steven,Fitzhugh,1/2/1951,1039
Missy,Nold,8/16/1949,1040
Robert,Jameson,2/23/1973,1041
Julia,Salazar,7/7/1963,1042
Janet,Mata,6/16/1996,1043
Tammy,Smith,9/26/1965,1044
Tammy,Roberts,9/30/1986,1045
Allen,Dickson,3/1/1961,1046
Kevin,Sheely,11/16/1991,1047
Mary,Moe,7/29/1943,1048
Emory,Findley,1/1/1940,1049
Claudia,Cain,2/16/1941,1050
William,Harvey,10/23/1950,1051
William,Morley,9/9/2002,1052
Alison,McDonald,9/11/1992,1053
Christine,Cabrera,2/12/1994,1054
James,Smith,11/7/1961,1055
Ashley,Hamblin,2/1/1970,1056
Robert,Grogan,9/28/1953,1057
Stewart,Hill,1/9/1974,1058
Steven,McCord,6/6/1992,1059
Wendy,Jones,7/5/2000,1060
Natalie,Lee,11/10/2002,1061
Pat,Johnson,1/4/1970,1062
Marie,Francis,8/16/2004,1063
Lacey,Thomas,12/4/1969,1064
Paul,Gibson,7/4/1949,1065
Elizabeth,London,7/7/1947,1066
Dawn,Craven,8/11/1976,1067
Michael,Gunn,1/24/1957,1068
Thomas,Litchfield,10/22/1964,1069
Willie,Davenport,9/23/1980,1070
Douglas,Johnson,6/2/2001,1071
Norman,Burchett,11/16/1938,1072
William,Bush,10/17/1956,1073
Pamala,McNeill,2/28/1969,1074
Thomas,Bowman,8/17/1966,1075
Patricia,McClain,5/14/1964,1076
Henry,Dye,7/1/1988,1077
Jennifer,Booker,7/22/1964,1078
Marie,Desir,11/15/1950,1079
Cheryl,Cummings,3/7/1998,1080
Frances,Conners,1/30/1964,1081
Arthur,Marks,10/27/1955,1082
Denise,Greer,5/6/1942,1083
Marcella,Bromley,11/29/1961,1084
Amy,Jefferies,9/1/1961,1085
Becky,Quirion,10/11/2003,1086
Loriann,Tully,9/29/1999,1087
Brandy,Kirk,10/24/1984,1088
John,Liberatore,3/30/1979,1089
Greg,Jones,6/19/1962,1090
Alyssa,Reimer,9/6/1970,1091
Jessica,Arredondo,2/19/2003,1092
Jaime,Hutchins,3/6/1990,1093
Keri,Smith,6/3/1984,1094
David,Ladner,8/29/1965,1095
Joseph,Ward,12/1/1972,1096
Deborah,Flanigan,7/11/1973,1097
Jessica,Baker,12/28/1944,1098
Peter,Thiel,5/28/1959,1099
Carl,Halterman,5/10/1953,1100
Charles,Rosser,12/13/2001,1101
Rebecca,Griffin,11/29/1991,1102
Gina,Connell,1/14/1998,1103
Homer,Chacon,9/22/1942,1104
Robert,Heffernan,5/7/1960,1105
Tomeka,Erskine,11/9/2003,1106
Roderick,Duncan,12/12/1995,1107
Hilda,Beck,8/2/1943,1108
Timothy,Arnold,10/13/1986,1109
Willie,Thompson,4/25/1979,1110
Stephanie,Diaz,5/25/2003,1111
Leticia,Fletcher,7/29/1961,1112
Mary,Seward,5/25/1999,1113
Wanda,Williams,7/21/1991,1114
Thomas,Schmidt,1/16/1972,1115
Kimberly,Stevens,10/4/2000,1116
Gary,Lopez,10/21/1947,1117
Aaron,Speidel,9/27/1978,1118
Risa,Benedict,5/13/1966,1119
Amy,Davis,5/21/1969,1120
Veronica,Kohler,1/3/1940,1121
Sonia,Patterson,1/29/1964,1122
Timothy,Simon,3/27/1958,1123
Ronald,Campos,3/14/2003,1124
Mario,Johnson,10/12/1945,1125
Jerry,Taveras,10/26/1995,1126
Mark,Connelly,9/5/1961,1127
Teresa,Stoneking,7/30/1985,1128
Eugene,Smith,4/15/1944,1129
Maria,Weber,1/23/1949,1130
Manuel,Morgan,7/11/1994,1131
Michael,Adams,6/14/1978,1132
Suzanne,Holler,1/31/1956,1133
Anne,Marshall,9/12/1949,1134
Paul,Heard,1/16/1966,1135
Lucien,Cason,4/16/1986,1136
Tammy,Linville,3/21/1961,1137
Kevin,Bridges,8/11/1973,1138
Jennifer,Lutz,11/2/1959,1139
Karen,White,8/4/2001,1140
Jack,Mahn,10/28/1970,1141
Henrietta,Howard,7/8/1961,1142
Carlos,Garduno,1/20/1990,1143
Tina,Norris,4/20/1966,1144
Eleanor,Posner,8/10/1992,1145
Michael,Grady,4/8/1991,1146
Claudia,Miller,5/14/1984,1147
Eugene,Carter,6/21/1977,1148
John,Kato,11/2/1984,1149
Dale,Cross,10/22/1942,1150
Anita,Rich,10/8/1981,1151
Brandon,Harris,10/14/1948,1152
Robert,Jones,10/4/1961,1153
Rudolph,Gleaves,2/7/1972,1154
William,Young,11/6/1957,1155
Ronald,Benjamin,7/30/2002,1156
Kimberly,Bell,12/31/1939,1157
Michael,Martinez,2/15/1972,1158
Linda,Henderson,4/16/1987,1159
Anthony,Martin,4/11/1959,1160
Heidi,Cape,7/25/1955,1161
Ashley,Lindley,10/22/2000,1162
Franklin,Wiser,8/8/1970,1163
Michael,Bradford,6/10/1957,1164
Robert,Shatzer,4/24/2002,1165
David,Bowen,5/5/2004,1166
Willard,Davis,9/11/1938,1167
Wendi,Simmons,8/27/1985,1168
Peter,Vargas,8/1/1954,1169
Arla,Kerr,4/21/1947,1170
Dan,Tisdale,7/23/1995,1171
Floyd,Powell,7/17/1988,1172
Nancy,Scott,7/25/1947,1173
Linda,Humphreys,6/16/1941,1174
Frank,Hennessey,7/6/1938,1175
Katherine,Fisher,1/9/1970,1176
Theresa,Stevens,8/16/1984,1177
Steven,Rivera,12/10/1965,1178
Bonnie,Motto,11/4/2002,1179
Sheila,Almeida,10/29/1986,1180
Agnes,Way,4/16/1960,1181
Michael,Alphin,12/27/1962,1182
Amy,Gunther,6/21/1991,1183
Valerie,Wear,8/9/1953,1184
Margaret,Evans,10/30/1989,1185
Beth,Farmer,7/21/1958,1186
Rosemarie,Campbell,10/20/1959,1187
Erika,Young,9/17/2001,1188
Christopher,Alcala,3/3/1969,1189
Lula,Yancy,11/10/1985,1190
Barbara,Benner,2/26/1961,1191
Peggy,Grabowski,4/15/1979,1192
Alejandro,Eddington,3/18/1978,1193
Francisca,Travis,6/8/1961,1194
Betty,Alaniz,4/24/2001,1195
Joseph,Barrett,5/29/1977,1196
William,Crotts,10/14/1942,1197
Charles,Burgess,8/12/1960,1198
Irene,Ensminger,6/10/1964,1199
Ricky,Garcia,4/5/1959,1200
Sue,Young,2/3/1946,1201
Ruth,Seguin,7/5/1976,1202
Heather,Hurley,6/15/1943,1203
Bobby,Stock,12/25/1998,1204
Joe,Mancha,2/4/1964,1205
Marilyn,Rogers,11/25/1948,1206
Lucien,McClellan,5/30/1959,1207
Barbara,Clark,9/23/1962,1208
Erin,Richerson,5/14/1986,1209
Michael,Coplin,7/1/2005,1210
Craig,Samples,12/17/2000,1211
Sarah,Gomez,7/10/1974,1212
Hugo,Smith,8/30/1992,1213
Daniel,Gill,10/24/1988,1214
Natalia,Scull,2/27/2003,1215
Burton,Clark,3/31/1939,1216
Roberto,House,3/19/1992,1217
Norman,Powell,10/20/2000,1218
Marion,Alicea,2/7/1966,1219
Billie,Claus,4/28/1954,1220
David,Foley,6/15/1992,1221
Barry,Braley,6/3/1960,1222
Sergio,Mosier,5/7/1953,1223
Rebecca,Humphrey,11/13/1988,1224
Claire,Archibald,1/3/1973,1225
Colby,Martinez,10/31/1977,1226
Rita,Padilla,12/15/2004,1227
Nathan,Dunham,8/13/2000,1228
Mary,Starbuck,11/3/1997,1229
Pete,Arias,7/31/1983,1230
Juan,Kuhn,9/19/1984,1231
Theodore,Hernandez,1/17/1969,1232
Douglas,Adorno,6/24/1943,1233
Travis,Coy,2/4/2001,1234
Mary,Corona,6/18/1974,1235
Melvin,Broome,5/12/1947,1236
Ninfa,Buckley,12/1/1944,1237
Jason,Stewart,9/29/1959,1238
Amber,Zielinski,12/14/1994,1239
Mary,Ayers,2/17/1948,1240
Kristen,Kelley,12/29/1991,1241
Jeffrey,Reyna,3/28/1939,1242
Vicki,McCormack,3/6/1999,1243
Derek,Brunner,8/22/1953,1244
Richard,Richardson,4/23/1999,1245
Gloria,Taylor,3/3/1949,1246
Thomas,Bacon,9/10/1989,1247
Howard,Delucia,6/11/1948,1248
Christian,McFadden,8/2/1939,1249
Christina,Layne,11/29/1974,1250
Susan,Reed,4/23/1962,1251
James,Sayles,10/28/1999,1252
Donna,Stewart,2/29/1956,1253
John,Snider,9/17/1981,1254
Isidra,Sowers,6/10/1954,1255
Fred,Nelson,3/4/1983,1256
Janet,Wyatt,2/17/1962,1257
Eric,Sandford,8/15/1949,1258
Peter,Greene,7/15/1958,1259
Terry,Amick,8/11/1989,1260
Nellie,Murphy,1/2/1943,1261
Jennifer,Craddock,1/28/1943,1262
Doris,Vargas,7/20/1984,1263
Tyrell,Haase,10/18/2000,1264
Antonia,Sanders,7/9/1941,1265
Brandy,Crum,7/13/1976,1266
Bernard,Popa,7/14/1985,1267
Charles,Crowley,8/22/1949,1268
Leigh,Judah,3/7/1975,1269
Faye,Dillman,2/5/1970,1270
Vincent,Young,3/26/1960,1271
Ronald,Rager,6/19/1953,1272
Robert,Knaack,4/11/1942,1273
Darlene,Kinney,3/19/1967,1274
Lucille,Johnson,9/16/1966,1275
Grace,Sirmans,3/5/1940,1276
Alejandro,Davis,1/17/2003,1277
Cynthia,Potter,8/30/1988,1278
James,Tripp,10/20/1967,1279
Cindy,Haynes,8/21/1939,1280
Betty,Bell,11/11/1979,1281
Margaret,Wallace,10/8/2000,1282
Dennis,Gearhart,6/17/1953,1283
Vincent,Willis,7/19/1976,1284
Daniel,Medina,12/23/2003,1285
Orlando,Winner,5/28/2005,1286
Jessica,Johnson,12/11/1952,1287
William,Farrar,2/20/1954,1288
Israel,Dundas,10/26/1966,1289
Earl,Parrish,5/8/1944,1290
Jose,Mead,8/11/1993,1291
Joseph,Castellano,9/5/1984,1292
Regina,Brown,5/23/1949,1293
Mike,Kellerman,1/4/1966,1294
Donald,Adair,6/4/1965,1295
Michael,Smith,11/13/1978,1296
Matthew,Stone,1/30/1972,1297
Charles,Licon,12/16/1951,1298
George,Morales,11/29/1991,1299
Alana,Merritt,8/26/1965,1300
Barbara,Rice,5/25/1946,1301
Heather,Mahoney,7/10/1953,1302
Mary,Lebow,10/6/1979,1303
Sylvia,Bradford,3/19/1967,1304
Andrew,Laduke,3/15/1953,1305
Bonnie,Holter,4/10/2002,1306
Bradford,Rodriguez,5/22/1982,1307
Sammy,Sullivan,2/22/1971,1308
Deborah,Bennett,10/28/1985,1309
Tommy,Hofman,4/7/1992,1310
Michael,Gutierrez,9/8/1946,1311
Alex,Jimerson,6/29/1972,1312
Cheryl,Skidmore,3/3/2001,1313
Stanley,Santana,8/19/1989,1314
David,Fox,8/1/1943,1315
Patrick,Martinez,4/13/2004,1316
Caroline,Anderson,2/6/1974,1317
William,Parker,8/31/1944,1318
Elizabeth,Randall,4/16/1981,1319
Larry,Sutton,7/29/1997,1320
Robert,Dishon,3/18/1947,1321
Sylvia,Borden,1/11/1966,1322
Lizzette,Lorentzen,6/19/1982,1323
Roger,Grainger,6/29/1955,1324
Gavin,Patel,2/5/1992,1325
Laverne,Lechuga,4/19/1989,1326
Ashley,Demartini,12/23/1999,1327
Glenn,Helms,2/22/1991,1328
Elisabeth,Stringfellow,11/20/1962,1329
Max,Ochoa,7/8/1962,1330
Clayton,Bushway,2/21/1952,1331
Robert,Dickson,12/1/1944,1332
Gregory,Lesko,5/21/1965,1333
Doris,Buchanan,11/6/1940,1334
David,Walker,10/27/1991,1335
Alice,Weyant,6/27/1952,1336
Riley,Lewis,9/10/1944,1337
Brenda,Gagnon,1/1/1964,1338
Dorothy,Black,11/28/1989,1339
Geraldine,Peterson,2/17/1964,1340
Heather,Woods,2/10/1950,1341
Anthony,Adams,6/18/1986,1342
Shawna,Martinez,10/28/1992,1343
Mitchell,Heideman,4/28/1993,1344
Nakia,Torkelson,6/30/1991,1345
Ronald,Warren,8/19/1980,1346
Rosemary,Crosby,11/21/1970,1347
Gina,Cruz,2/22/1962,1348
Tommie,Gage,10/19/1989,1349
Janet,Fry,7/15/1946,1350
Sabrina,McCoy,5/5/1981,1351
Charlene,Fortier,11/13/1995,1352
Linda,Humphries,3/29/1950,1353
Mary,Insley,5/14/1958,1354
James,Hicks,10/22/1972,1355
Lloyd,Mitchell,5/26/1976,1356
Donald,Fulkerson,5/7/1954,1357
Byron,Pearce,3/10/1966,1358
Susan,Swanger,7/18/1974,1359
Holli,Jardine,9/26/1960,1360
Edna,Hackman,10/9/1979,1361
Albert,Blume,2/3/1983,1362
William,Escarcega,3/6/1962,1363
Nancy,Rutkowski,10/21/1966,1364
Bruce,Bierman,11/15/1946,1365
Donald,Wells,1/15/1960,1366
Michael,Givan,11/15/1990,1367
Jonathan,Waddell,8/6/1990,1368
Lottie,Pannell,6/24/1979,1369
Jessica,Brookman,11/13/1945,1370
Shirley,Dean,4/28/1976,1371
Molly,Ricks,2/6/1989,1372
Laura,Guy,12/29/1957,1373
Anthony,Kelly,1/21/1985,1374
Robert,Anderson,12/12/1991,1375
Venus,Hodges,9/5/1950,1376
Lawerence,Fleming,12/28/1985,1377
Timothy,Whicker,9/6/1979,1378
Eloise,Thornton,1/18/1996,1379
Lisa,Forster,9/13/1966,1380
Shawn,Burns,2/20/1981,1381
Michael,Pittman,1/30/1998,1382
Scott,Deleon,6/27/1967,1383
Carol,Hernandez,2/27/1954,1384
Cassandra,Bernardo,3/22/1991,1385
Kyle,Bryant,1/10/1973,1386
James,Jackson,11/15/1963,1387
Henry,Smith,7/13/1949,1388
Linda,Galvez,11/16/1957,1389
Gladys,Bolick,2/27/1942,1390
Jade,Roder,10/31/2002,1391
Glenda,Fisher,10/22/1961,1392
Tonia,Lopez,9/21/1944,1393
Ronald,McKinnon,10/4/1985,1394
Andrew,Harmon,4/1/1989,1395
Jack,Haney,8/31/1975,1396
Noelle,Long,6/20/1978,1397
Gloria,Cash,8/25/1988,1398
Michael,Munguia,3/20/1974,1399
Lee,Lawson,8/23/1987,1400
Etta,Bracero,1/27/2003,1401
Kenneth,May,4/3/1964,1402
Lisa,Minder,6/9/1989,1403
Grazyna,Dailey,10/21/1954,1404
Robert,Fontenot,12/20/1944,1405
Leonor,Hayes,10/25/1988,1406
Mary,Phillips,3/3/1998,1407
Mary,Dilworth,3/31/1957,1408
Lucia,Weddle,9/22/1954,1409
Karen,Aldrich,12/13/1978,1410
Leroy,Pittman,3/1/1941,1411
Michael,Cooper,11/14/1940,1412
Michelle,Samaniego,1/23/1972,1413
Fidel,Tracey,3/15/1970,1414
Elizabeth,Waddington,1/4/2001,1415
Anthony,Trapp,5/30/1983,1416
Michael,Christian,5/11/1947,1417
Rufus,Lynch,6/29/1974,1418
Barbara,Bell,8/7/1991,1419
Jeffery,Ibarra,10/7/1987,1420
Garland,Perez,11/21/1955,1421
Grace,Jager,2/23/1962,1422
Michael,Renner,6/10/1980,1423
James,Bell,7/19/1940,1424
Richard,Atwell,2/6/1987,1425
Antonio,Hewitt,3/19/1953,1426
Amber,Miller,2/21/1941,1427
Nancy,Mendez,1/20/1939,1428
Vincent,Volpe,7/10/1981,1429
Theresa,Jones,12/8/2002,1430
Michelle,Rand,4/7/1962,1431
Joan,Stone,9/20/1976,1432
Alice,Newell,12/27/1979,1433
James,Hansen,9/26/1995,1434
Randall,Salvador,1/5/1950,1435
Denise,McKeown,1/26/1945,1436
Racheal,Brown,9/8/1942,1437
Nancy,Kilroy,5/7/1972,1438
Mary,Moore,4/2/1989,1439
Carla,Person,8/29/1964,1440
Phillis,Carr,6/4/1956,1441
Bobbie,Acree,5/5/1979,1442
Clarence,Mansfield,1/18/1947,1443
Paul,Ellis,6/3/1984,1444
Jimmy,Thomas,4/29/1989,1445
Maryann,Lee,6/4/1994,1446
Lucile,Harding,8/11/1950,1447
Walter,Felan,12/10/1999,1448
Frank,Doyle,7/19/1984,1449
John,Crosland,8/15/1952,1450
Jerry,Smith,8/19/1980,1451
Maureen,Graver,9/2/1938,1452
Tracy,Smith,3/16/1961,1453
Mary,Williams,6/18/1995,1454
Edgar,Jones,3/23/1967,1455
Dennis,Anderson,2/22/1986,1456
William,Burke,5/28/1971,1457
Peter,McClure,1/15/1959,1458
Regan,Avila,12/28/1948,1459
Sterling,Loyd,10/1/1975,1460
Kevin,Johnson,4/2/2001,1461
April,Fountain,7/17/1992,1462
Marie,Evenson,8/9/1989,1463
Oscar,Lott,6/20/1977,1464
Annie,Driggs,3/19/1993,1465
Alexander,Folk,9/27/1985,1466
Victoria,Alvarado,3/2/2001,1467
Frank,Wray,9/15/2003,1468
Dorothy,Kennedy,8/1/2000,1469
Tracey,Lewis,12/3/1951,1470
Sophie,Gwinn,5/29/1968,1471
Rae,Lampkin,12/26/1975,1472
Ann,Byrd,2/26/1978,1473
Edward,Smith,5/31/1999,1474
Lisa,Stoops,4/27/1980,1475
Pamela,Hodge,3/3/1971,1476
Brenda,Sholes,9/13/1957,1477
Maxine,Manning,8/1/1994,1478
Vernon,Spiro,9/9/1973,1479
Dessie,Fountain,6/3/1958,1480
Rafael,Paulin,1/21/1995,1481
Estella,Flowers,8/27/1959,1482
Shawn,Tyler,5/20/1990,1483
Robert,Swanner,10/28/1944,1484
Nicholas,Bishop,5/24/1986,1485
Berta,Palmer,3/20/1998,1486
Frankie,Smart,12/17/1995,1487
Neal,Dantonio,5/18/1959,1488
Ethel,Morgan,6/17/1958,1489
Jennifer,Piatt,7/13/1987,1490
Jennifer,Schultz,8/13/1958,1491
Bridget,Raines,3/23/1941,1492
Regina,Sherman,4/22/1977,1493
Charleen,Jones,5/6/1965,1494
John,Miller,1/12/1990,1495
Shawn,Ratliff,7/10/1993,1496
Alan,Farmer,3/31/1985,1497
Paul,Lewis,5/13/1957,1498
Timothy,Haywood,3/11/1991,1499
Eugene,Nelson,6/13/1962,1500
Joan,Luker,9/26/1976,1501
Stephanie,Franke,6/20/2000,1502
James,Frank,10/28/1994,1503
James,Allen,8/10/1969,1504
